slot_id,biography_id,biography_traditional
506,591,"魏臣。任監軍隨鍾會討伐蜀漢，蜀滅亡後
，受鍾會之命逮捕鄧艾父子，後來鍾會一
叛變，便殺鍾會、姜維，並令田續謀殺了
鄧艾父子。"
507,109,"蜀漢之臣，綽號「白眉」。才高八斗，與
弟弟馬謖一起為劉備效力，在留守荊州的
關羽身邊輔佐政務。夷陵之戰時，將安營
圖送去給諸葛亮。"
508,424,"吳臣，左典軍。向孫和之子孫皓勸說立孫
休為太子，孫皓即位後任職丞相，但因勸
諫孫皓惹來不悅，於是遭到殺害。"
509,415,"蜀漢之臣。雖是文官，但也參加了南征北
伐。蜀漢滅亡後，和劉禪一起被送往洛陽
，並得到司馬昭賜封侯爵。"
510,416,"關羽麾下之臣，官任治中。有內政方面的
才能，但王甫說此人「疑心重、為利而動
，不可信任」。後來關羽出擊在外，東吳
軍襲擊荊州，他未曾抵抗就投降了。"
511,224,"吳將。與朱然協力，捉住了關羽，被賜與
關羽的偃月刀以作為獎賞。後來在被關羽
之子關興追殺途中，遇到關羽的亡靈，驚
魂未定之時被斬殺。"
512,417,"董卓麾下之將。董卓死後，打敗前來攻打
的馬騰、韓遂，但因為放走了同鄉韓遂，
而被李傕以謀反罪斬首。"
513,418,"冀州刺史韓馥麾下之將。汜水關之戰中，
揮舞慣用的大斧挑戰華雄，因體力不濟而
被殺。"
514,110,"蜀漢之臣。北伐之時與蔣琬一起留在成都
。諸葛亮死後，任尚書令，與蔣琬共同負
責蜀漢的國政。"
515,425,"公孫淵麾下之將。與率軍討伐公孫淵的司
馬懿作戰，大敗。敗走後，為了扭轉局面
再次挑戰魏軍，但和夏侯霸交手幾個回合
後，就被殺死。"
516,162,"劉備麾下大臣。原來是徐州的富商，陶謙
手下的別駕從事。陶謙死後，輔佐劉備。
劉備入蜀後被任命為安漢將軍，地位在諸
葛亮之上。"
517,592,"蜀將。２５８年冬，隨軍參加姜維的北伐
，在祁山遭到鄧艾的夜襲所敗，並在鍾會
率領大軍伐蜀時，駐守樂城，但收到漢中
失陷的消息後投降。"
518,163,"劉備麾下將領，糜竺之弟。隸屬於關羽軍
中守衛荊州南郡，但是被同僚傅士仁勸說
，背叛了關羽，並投降東吳。後來欲回蜀
國遭拒絕，被斬。"
519,548,"魏將。隨曹真和諸葛亮的第二次北伐軍作
戰，因懷疑姜維作內應是假，代替曹真出
戰，結果被事先埋伏的姜維包圍，自盡而
死。"
520,433,"孔融麾下大將。虎牢關之戰中，勇敢挑戰
呂布，揮舞著慣用的鐵鎚大戰十餘回合，
被呂布砍下手腕，丟下鐵鎚逃回。"
521,427,"蜀漢將軍。蜀漢為關羽報仇而攻打東吳時
，出任副將隨軍參戰，包圍了吳將孫桓，
但是遭到陸遜的火攻，戰敗，最後與同僚
張南一起戰死。"
522,593,"王朗之子。毌丘儉謀反之際，進言司馬師
可善待叛軍的家屬，以敗其士氣。司馬師
死後，上奏曹髦將實權交給司馬昭。"
523,637,"魏臣，受曹爽重用。赴任荊州刺史時，奉
命刺探司馬懿的現況，卻被司馬懿裝病騙
過，使曹爽失去戒心。後來司馬懿叛變，
將之處死。"
524,429,"關羽麾下之將。駐紮在公安，守衛關羽軍
的後方，但是在受到吳軍進攻時投降。日
後在夷陵之戰中，他欲再投降蜀漢，卻未
獲得饒恕，遭到斬首。"
525,430,"蜀漢將軍，傅彤之子。擊斃魏將李鵬、王
真，屢建戰功。在陽平關抗擊魏軍進攻，
但是副將蔣舒投降，自己在亂軍之中戰死
。"
526,431,"劉表麾下大臣。建議繼承劉表之位的劉琮
投降曹操，因此項功蹟，被曹操封為關內
侯。"
527,432,"蜀漢的武將，中軍護尉。蜀軍在夷陵戰敗
時，他斷後與東吳大軍奮戰，大喝「漢之
大將豈能投降吳狗」，口吐鮮血戰死。"
528,165,"本名文淑，文欽之子，幼名為阿鴦，故通
稱文鴦。勇猛可比趙雲，曾加入毌丘儉之
亂，使司馬師苦不堪言，後來因父親之死
，才歸順了魏國。"
529,225,"魏將，揚州刺史。被司馬師廢曹芳的專橫
暴行激怒，與毌丘儉一起發動叛亂。戰敗
後逃往吳國，但是遭到友軍諸葛誕的懷疑
，因此被斬。"
530,594,"魏國的隴西太守。參加鄧艾的蜀漢討伐軍
，在綿竹城和王頎率領伏兵大破諸葛瞻。
蜀滅後，被鄧艾任命為益州各郡的太守。"
531,11,"袁紹麾下的猛將。為給同僚顏良報仇，出
軍延津，遭到曹操軍的襲擊，奮勇殺退張
遼、徐晃二將，但是被關羽斬殺。"
532,111,"劉表麾下之將。與劉琮一起投降曹操，但
是以沒能守住國土為恥，不願為官。曹操
欣賞其氣節，任命為江夏太守。"
533,434,"黃巾黨，慣使流星鎚，後來為曹操效力，
守衛沂水關。在鎮國寺設下伏兵欲謀害千
里尋兄的關羽，但是寺中僧人普淨暗示關
羽並加以解救，最後被關羽斬殺。"
534,542,"河內太守王匡的麾下。參加反董卓聯盟，
在虎牢關挑戰呂布，但五個回合就被挑落
馬下，命喪黃泉。"
535,516,"龐德之子。在龐德前去與關羽交戰前，含
淚與父分別。後來鍾會等人開始伐蜀，他
作為屬下一同遠征。"
536,144,"南蠻王孟獲的副將。奉孟獲之命迎擊諸葛
亮的南征軍，與王平交手，大敗，接著又
戰馬岱，不敵陣亡。"
537,112,"袁紹麾下大臣，荀彧評價他雖有本領卻不
能容人。對抗意識強烈，獻讒言害死田豐
。袁紹死後，支持袁尚繼承家業。"
538,435,"劉璋麾下大臣，身份巴西太守以防範漢中
的張魯。劉備入蜀後得到提拔，任營中司
馬之職。"
539,294,"東漢的校尉。董卓政權日漸專橫，與袁紹
、王允共謀打倒暴政，並成為反董卓聯盟
第九鎮。後來與曹操一起大戰青州黃巾黨
，戰死。"
540,113,"劉備麾下大臣。本是劉璋屬下，和張松等
謀劃讓劉備入蜀。擅長謀略，進攻漢中時
擔任參謀。有人說如果法正還活著，就不
會有夷陵之敗。"
541,114,"劉備麾下的謀士，與諸葛亮並稱臥龍、鳳
雛。加入劉備麾下後，擔任攻蜀的總指揮
，但在戰場上中了流箭，死於落鳳坡。"
542,28,"魏將。原本是馬超的屬下，但當馬超寄身
於張魯處時，他由於生病，便與馬超主僕
分離。後來投入曹操軍中，大戰關羽。"
543,436,"趙範麾下之將，桂陽的管軍校尉。武勇過
人，曾用弓箭射殺二虎。詐降前來攻打桂
陽的趙雲，但是被識破，遭斬首。"
544,639,"公孫瓚的長史，只出現在正史裡。當公孫
瓚被袁紹包圍自殺後，他率一軍殺入袁紹
軍中，戰死殉主。"
545,484,"上黨太守張楊麾下的武將。在虎牢關之戰
中，單騎迎戰呂布，一招就被了結了性命
。與仕奉獻帝的宦官穆順同名，但不是同
一人。"
546,437,"吳臣，丞相。無視吳帝孫休的遺旨，擁立
年長的孫皓為帝，但因勸諫孫皓的暴政，
致使孫皓大怒而將之滿門抄斬。"
547,145,"南蠻八納洞的洞主。能使法術，呼風喚雨
，操縱猛獸，自己騎巨象出戰，擊退了蜀
漢軍，但後來被諸葛亮破了法術，最終戰
死。"
548,226,"吳臣。攻打荊州時，確切分析了關羽和曹
仁大軍的情況，為東吳帶來勝利。孫權即
帝位後，被任命為驃騎將軍，後來擔任丞
相。"
549,641,"東吳的黃門侍郎，全尚之子。２５８年，
受孫亮的密令準備誅殺孫綝，返家後告知
父親，卻因此洩露計劃，全族皆被殺害。"
550,166,"魏臣。樊城被關羽的兵馬包圍時，進言曹
仁死守城池，成功地擊退了關羽軍。後又
阻止東吳呼應蜀漢北伐的行動，大勝。"
551,260,"曹操麾下的大臣。經滿寵推薦，成為曹操
的屬下。擅長內政，建議重視農業。駐紮
在荊州時，和于禁一起被任命為水軍都督
，取代遭處斬的蔡瑁。"
552,29,"南蠻之王。劉備死後，發動叛亂攻打蜀國
，與遠征而來的諸葛亮頑抗，遭七擒七縱
，直到第七次時，才終於誠心歸順。"
553,642,"東吳皇丈（天子的岳父）。妻為孫綝之姊
。得知兒子全紀受孫亮之命將要誅殺孫綝
後，把此事告知妻子，不料妻子密告孫綝
，因而連坐遭處死。"
554,643,"晉將，與毛炅一起守備交趾。２７１年，
被吳國的虞汜和陶璜包圍後投降，於發監
送往吳都途中，在合浦吐血而亡。"
555,115,"先後為劉璋、劉備、曹丕效力的武將。對
劉備入蜀多有貢獻，但是對關羽見死不救
，反而投降了魏國。曹丕死後欲返回蜀漢
，但是被司馬懿所殺。"
556,147,"南蠻王孟獲之弟。向與諸葛亮的南征軍交
戰，卻不斷吃敗仗的兄長推薦朵思大王，
勸兄長借朵思之力與蜀軍對抗。後來與兄
長一起發誓歸順蜀漢。"
557,541,"袁術麾下之將。隨袁術參加了反董卓聯盟
的汜水關戰役，誇口要打敗汜水關的守將
華雄，但反而被殺死。"
558,438,"劉璋麾下之將，鎮守白水關的都督。與同
僚高沛一起計劃謀害劉備，可是事跡敗露
，被劉備捉住問斬。"
559,439,"建寧太守。與孟獲勾結背叛蜀漢，發動叛
亂，但中了諸葛亮之計，與越雋太守高定
失和，被高定屬下鄂煥殺死，叛亂因而平
定。"
560,227,"蜀漢大臣，以長史之職隨軍北伐。與魏延
不睦，更在諸葛亮死後與魏延對立，造成
促使魏延謀反的原因之一。後來對地位不
滿，出言不遜，被貶為庶民。"
561,614,"吳將。２５８年，受察知孫綝有謀反之意
的孫休之命，和丁奉逮捕孫綝一族。"
562,192,"晉將。拜官都督。在襄陽前線抗吳，與吳
國的名將陸抗惺惺相惜。後來向主推薦杜
預，病死榻中。"
563,517,"袁術的幕僚。引用周文王雖擁有三分之二
的天下，卻還向殷稱臣的典故，勸諫想藉
玉璽稱帝的袁術。"
564,547,"張魯麾下將士。隨張英把守陽平關，以抗
曹軍。不聽楊任的勸告，追擊曹軍主力衝
入霧中，腹背受敵被張郃所殺。"
565,647,"晉的荊州刺史。東吳的步闡降晉時，驅兵
前往救援，和討伐步闡的陸抗等人在西陵
交戰，結果敗陣而退。"
566,412,"張楊麾下之將。當曹操與呂布作戰時，殺
死了支援呂布的張楊，並準備帶著張楊的
首級向曹操投降，但被同僚眭固所殺。"
567,116,"曹操麾下大臣，東漢的太尉楊彪之子。雖
有才，但是被曹操疏遠，有一說是因為他
是袁術外甥的關係，另一說則是他曾給曹
植出主意之故。"
568,440,"韓遂麾下的「旗本八騎」之一。原是與曹
操講和的使者，後來韓遂與馬超失和，則
成為使者去向曹操請降。馬超敗走後，被
封為列侯。"
569,441,"張魯麾下的幕僚，是個貪婪、見錢眼開的
小人。接受敵人的賄賂，孤立馬超，使得
龐德反叛。後來被曹操以賣主之罪處斬。"
570,650,"韓遂的武將。２１１年和馬超一起攻破長
安，但曹操軍趁韓遂與馬超對峙中襲擊，
因此大敗而逃，途中，被于禁本來要射馬
超的箭射死。"
571,546,"張魯麾下將士。隨張衛把守陽平關，以抗
曹軍。英勇頑強地抵抗夏侯淵、張郃，但
在陽平關被攻破後，死在夏侯淵之手。"
572,442,"公孫淵麾下之將。與卑衍一起率領八萬兵
馬為先鋒，用持久戰與司馬懿對壘，但是
被司馬懿用計誘出，大敗逃回。"
573,654,"魏國的相國參軍。２６３年，送出鍾會和
鄧艾的蜀國討伐軍，預言鍾會與鄧艾必能
破蜀，但兩人皆不得生還。"
574,458,"張魯麾下之將，楊松之弟。在馬超以張魯
的部屬出陣作戰時，他負責監視，後來馬
超歸順劉備，就把他殺了以表歸順之意。"
575,651,"曹操的武將。在曹操和張繡、劉表作戰時
，投效於曹操。演義中，與為了報馬騰之
仇而來的馬超交手，幾個回合就被刺死於
馬下。"
576,0,"東漢的騎都尉。本來是李傕的部屬，因為
對獎賞不滿而逃走。曾協助獻帝逃出長安
有功，後來與曹操爭權失敗，逃去投奔了
袁術。"
577,228,"劉璋麾下之將。與吳懿等人一起防衛劉備
軍，但是被包圍後投降。守備巴西時，與
魏軍張郃奮勇對戰，但由於被伏兵切斷退
路，戰敗身亡。"
578,444,"袁術麾下之將。離開稱帝後昏庸奢靡的袁
術，與陳蘭一起佔據嵩山為山賊，後來襲
擊兵敗的袁術，搶奪其財寶。"
579,445,"孫權麾下大臣，會稽烏傷人士。對後母極
孝，生活清貧，其名為世人傳頌。欲與赴
東吳的諸葛亮辯論，被黃蓋勸阻。"
580,655,"劉禪的長子，２３８年立為皇太子。蜀滅
亡後，被捲入鍾會的叛亂，因而被殺。"
581,229,"吳將，上陣時慣使鍍金大斧。跟隨孫桓參
加對蜀作戰時，在舉斧劈向落馬的張苞那
一瞬間，被從後方趕來的關興砍去首級。"
582,203,"蜀漢大臣。預料到劉璋終將失敗，便投降
劉備，並勸說前來救援劉璋的馬超，使其
歸順劉備。隨軍參加了南征、北伐。"
583,69,"董卓麾下之將。董卓被誅殺後，與同黨郭
汜等人殺死王允，挾獻帝，亂行於朝中。
後來中了楊彪的離間計，與郭汜相爭，自
取滅亡。"
584,656,"魯肅的遺腹子。贊賞守衛濡須的張承，說
他將來必是取代自己抗魏的人材。歷任武
昌、夏口之督。"
585,635,"晉將，負責守備交趾。２６８年，斬殺攻
打交趾的劉俊和脩則；２７１年，被虞汜
與陶璜軍包圍，糧盡而降，被脩則之子脩
允所殺。"
586,288,"吳國左丞相，陸遜的族子。在內政方面和
討伐山越時建立功勳，曾勸諫暴虐的吳帝
孫皓，但不被採納。"
587,615,"魏將，鍾會的心腹，原本是胡烈的部屬。
蜀滅亡後，鍾會企圖謀反，把胡烈等人監
禁在獄中時，他將此事急報給胡烈之子胡
淵。"
588,149,"吳將，陸遜的次子，東吳最後的名將。在
西陵之戰遭受魏軍和叛軍挾擊，但仍能不
慌不亂築起兩道城牆，最終獲得勝利。"
589,454,"吳臣。陸遜的同族，擅長易經和曆學。年
幼的時候，在謁見袁術之際將席上的蜜柑
偷藏入袖中，被問及，才說出是要帶回去
給母親享用。"
590,117,"吳將，孫策的女婿。與呂蒙謀劃，生擒了
關羽。夷陵之戰中，成為大都督，擊敗蜀
漢的大軍。受命守衛荊州，後來成為東吳
的丞相。"
591,118,"蜀漢將軍。本是劉璋屬下，劉備入蜀後歸
順劉備。諸葛亮對他評價極高，稱他是不
在陸遜之下，但在北伐時因補給不利，遭
到撤職免官。"
592,119,"董卓麾下的謀士，也是董卓的女婿。經常
向董卓進言，助紂為虐。識破貂蟬等人的
連環計，但董卓不聽勸諫，後來董卓被誅
，他也同罪受斬。"
593,266,"董卓麾下大臣。以赤兔馬為禮物，憑藉三
寸不爛之舌勸說呂布歸降董卓。後來參加
了暗殺董卓的計劃，擔任欽差，成功地將
董卓騙到宮中。"
594,644,"涼州的參軍。反叛入冀城的馬超，得夏侯
淵之助，殺退了馬超。後來曹真攻蜀時大
雨難行，便勸說退兵；日後也勸諫曹叡不
可建造宮殿無度，但遭貶為庶人。"
595,657,"「超三國志」中的架空人物，馬騰之女，
馬超之妹。嫁給趙雲為妻，和兄長夫君一
同英勇作戰。"
596,658,"黃承彥之女，諸葛亮之妻，諸葛瞻之母。
精通天文、地理、兵法，以豐富的學識協
助諸葛亮謀略。諸葛亮死後，不久也追隨
九泉之下。"
597,167,"曹操麾下的武將，曹操起兵時就開始跟隨
征戰。喜好學問，性格冷靜慎重，曾多次
制止同僚的躁動。與張遼、樂進一起守衛
合淝。"
598,659,　
599,455,"蜀臣，李嚴之子。父親李嚴因補給糧草不
利被免官後，由他代任父職，被任命為長
史，負責儲備軍糧。"
600,652,"魏將。２６３年，當鄧艾與鍾會遠征蜀國
時，包圍了蜀將王含防守的樂城。"
601,70,"東漢的益州牧，漢室的宗親。看到漢室逐
漸沒落，以州牧之身赴有「天子之氣」的
巴蜀就任，建立了獨立的勢力。"
602,544,"劉璋麾下將士。與張任等人共同對抗劉備
軍，張任被擒後，雖然孤立無援，但依然
拼死抵抗，後來被同僚張翼斬殺。"
603,120,"劉表的長子。因後母蔡夫人欲讓其弟劉琮
繼承荊州，他命在旦夕，得諸葛亮妙計，
去守備江夏而逃過劫難。後來成為荊州刺
史。"
604,459,"東漢的一族。因為平息張舉之亂被任命為
幽州牧。接受劉恢的推薦，起用逃亡中的
劉備。因為平亂有功，被任命為太尉。"
605,487,"袁術麾下的廬江太守。遭到統御江東的孫
策進攻，被趕出廬江。據正史記載，他後
來投靠舊識曹操，雖為親信，但因為態度
不遜遭肅清。"
606,446,"零陵太守劉度之子。與劉備軍交戰，被張
飛生擒，以說降父親為條件而釋放。後來
果真說服其父投降，所以被赦免其罪，從
此為劉備效力。"
607,557,"吳將。孫權死後不久，魏軍隨即入侵，於
是受諸葛恪之命迎戰。據正史記載，是當
時守衛東興郡右城的留略之父。"
608,660,　
609,175,"劉璋的長子。向父親劉璋請命去成都迎擊
劉備軍，但是戰敗。正史記載，他阻擋劉
備的進攻將近一年之久。"
610,71,"東漢的益州牧，劉焉之子。為了防備張魯
的進侵，請來荊州的劉備，可是，反而遭
到劉備軍的進攻，為了減輕臣民的痛苦，
終於投降。"
611,555,"魏將。在諸葛亮第五次北伐，孫權攻打魏
國時，他前去守衛江夏，並受曹叡之命破
了陸遜之計，牽制住吳軍，擊退了孫權。"
612,653,"東吳的交州刺史。２６８年，與脩則等人
一起攻打晉的交趾，敗於毛炅手中戰死。"
613,661,　
614,282,"劉禪的五子，北地王。反對譙周投降魏國
的提議，被劉禪命近臣逐出宮門，後來蜀
漢降魏，大哭「羞見基業棄於他人」，與
妻兒自刎而死。"
615,662,　
616,72,"蜀漢二代皇帝，平庸敦厚之人。晚年沉迷
於酒色之中，寵愛宦官黃皓，成為蜀漢滅
亡的主要原因之一。其幼名「阿斗」，成
為昏庸無能的代名詞。"
617,193,"劉表的次子。被蔡瑁等人推為後繼者，雖
然投降南下的曹操，並被任命為青州刺史
，但在前往青州的途中，便被曹操的手下
暗殺身亡。"
618,447,"東漢的兗州刺史。討伐董卓聯軍的第四鎮
諸侯。初平四年（西元一九二年）在與青
州黃巾黨作戰時陣亡。與演義中曹操的屬
下劉岱同名同姓同字，但不是同一個人。"
619,73,"零陵太守。與前來攻打的劉備軍對抗，命
令兒子劉賢和邢道榮迎戰，後來因為劉賢
敗北而投降，但仍以太守身份受命留任。"
620,448,"蜀漢之臣。原本是劉璋的幕僚，劉備入蜀
後，出於對劉璋的忠誠拒不為官，劉備親
自上門拜訪才請他出仕，後來也參加了北
伐。"
621,36,"蜀漢的開國皇帝。西漢的中山靖王劉勝之
後裔。組織義軍，參與討伐黃巾黨，轉戰
各地，終於鼎立於三國之中。諡號蜀漢昭
烈帝。"
622,74,"東漢的荊州牧。名士的代名詞「江夏八俊
」之一。儘管中原大亂，他治理的荊州卻
很安定。因為其優柔寡斷的性格，屢屢錯
過問鼎中原的良機。"
623,616,"原是蜀漢的武將。２４９年，和李歆一起
參加姜維的北伐，但在陳泰用計斷了糧道
後，隨即降魏，後來鍾會發兵討蜀，便以
魏將的身份參戰。"
624,257,"黃巾黨將領。黃巾之亂後，與龔都一起率
領賊軍盤踞在汝南。欲追隨劉備，將汝南
交給劉備。在與曹操的部將高覽交戰時，
為保護劉備而戰死。"
625,194,"劉備的義子。守備上庸之時，拒絕發兵去
援救關羽，導致關羽父子戰死。劉備盛怒
之下，在成都將其處死。"
626,168,"魏臣。經郭嘉推舉，為曹操效力。對袁紹
作戰時提出用發石車，擊退了敵人來自箭
樓的攻擊。曹氏三代元老，獻過許多妙計
。官拜魏國太中大夫。"
627,75,"東漢的揚州刺史。旗下有同鄉的勇將太史
慈為部屬，卻不能盡用其才。遭到孫策攻
擊，戰敗，落荒逃往豫章。"
628,423,"吳將。守備東興郡的右城。魏將胡遵的大
軍來攻時，率領少數士兵死守右城，直到
丁奉的援軍到達，成功的守住城池。"
629,449,"袁紹麾下的武將。擔任淳于瓊的副將之一
，守衛烏巢的糧倉。淳于瓊酒醉之時受到
曹操軍的奇襲，這一失策與官渡之戰的失
敗有很大的關係。"
630,121,"蜀漢之將。原是黃巾黨，欲追隨千里尋兄
的關羽，但關羽不允。後來為劉備效力，
轉戰各地，直至蜀漢滅亡。"
631,450,"韓遂麾下的「旗本八騎」之一。馬超中了
賈詡的離間計，正殺入營中時，他出面應
戰，但一回合就被斬了。"
632,645,"魏國的中書令。２５４年，與曹芳、夏侯
玄、張緝一起商議誅殺司馬師，但曹芳的
血詔被發覺，三族皆斬。"
633,291,"孫策麾下之將，凌統之父。大破吳郡的嚴
白虎後，歸順孫策擔任從征校尉，後來在
與黃祖交戰中，被甘寧射死。"
634,122,"吳將，凌操之子。為報父仇，屢屢向歸順
東吳的甘寧滋事，後來與魏將樂進對陣時
，被甘寧救下性命，二人才合解，結為生
死之交。"
635,232,"蜀漢之臣。永昌郡的功曹。抵抗雍闓等人
的攻擊，死守永昌郡。向南征的諸葛亮獻
上「平蠻指掌圖」，被聘為行軍教授。"
636,549,"吳將。孫權死後，魏軍就來入侵，於是受
諸葛恪之命出征東興，跟隨丁奉作戰，後
來被孫綝所殺。在正史中，是吳國幕僚呂
範的次子。"
637,452,"曹操麾下的將軍。和滿寵一起受到劉曄的
推薦，任校尉。主要率軍後援，參加過許
多戰役。"
638,234,"袁尚麾下之將，呂翔之兄。投降袁譚，接
受了將軍印綬，但是將印綬獻給曹操，歸
順了曹氏。後來與呂翔一起攻打新野，卻
被勇將趙雲刺死。"
639,453,"袁尚麾下之將，呂曠之弟，經常與兄長一
起行動。投降曹操之後，成為曹仁的部屬
，陪同兄長攻打新野的劉備，但一個回合
就被張飛殺死。"
640,141,"吳將。孫權臨終時，把後事託付給他與太
傅諸葛恪。正史記載，他在孫權時代任大
將軍，孫亮時代任大司馬，老當益壯。"
641,233,"吳臣。原是袁術的幕僚，但對袁術失去信
心，改投入孫策的麾下。出任劉備與孫權
之妹婚事的使者，去向劉備提親。"
642,3,"東漢之將。人稱「人中呂布，馬中赤兔」
的猛將。論其武勇，三國之中無人能出其
右，但為人反覆無常。雖征戰各地建立了
勢力，郤因部下叛變而被擒處死。"
643,30,"吳將。原來只是一名猛夫，但是在孫權的
激勵下努力研究學問，終於成為智勇兼備
的名將。在他擔任東吳的都督時，指揮大
軍奪回荊州，並生擒關羽。"
644,456,"公孫淵麾下大臣，擔任參軍。勸諫公孫淵
不要反叛魏國，因而遭到斬首。後來司馬
懿討伐了公孫淵，便封給其子孫爵位。"
645,545,"劉璋麾下之將。與鄧賢共同對抗劉備軍的
黃忠、魏延。被擒詐降後逃走，後又被擒
回處死。"
646,617,"魏將，胡烈之子，胡遵之孫。曾隨軍參加
鍾會的伐蜀作戰，蜀滅亡後，由父親遣人
告知鍾會企圖謀反，便和衛瓘一起誅殺鍾
會。"
647,123,"吳臣。經周瑜推舉，為孫權效力。赤壁之
戰時，主張與劉備聯合抗敵。周瑜死後，
他被任命為都督。擅長陸戰。"
648,663,　
649,200,"東漢的忠臣，劉備、公孫瓚的學問之師。
擔任中郎將統軍討伐黃巾黨，建立功勳。
後來，以尚書身份勸阻董卓廢少帝。"
